2,GENERAL,,General Notes ,,,,GSP Information,Answer,,,
WQ,,,All,NA,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Somewhat,"3.3.5 Groundwater Quality
Groundwater quality in the Subbasin is characterized for this section through a variety of tables, maps and graphs. The entire water quality data set is provided in Appendix 3f. Key groundwater quality constituents discussed below include total dissolved solids (TDS), nitrate, chloride, arsenic, boron, and mercury. These constituents were selected because they have the potential to influence sustainability (as opposed to localized, or site-specific contamination). A concern for domestic water supply, including individual domestic wells and large public water systems serving municipalities, is groundwater hardness. This concern is included as a sustainability issue in Section 7 Sustainable Management Criteria. &&&
Mercury Marsh Creek runs from Mt. Diablo through Brentwood and out to the San Joaquin River and drains water from the Mt. Diablo Mercury Mine operated from 1849 to 1971. There is potential for rainwater to leach mercury from mine tailings and to flow into the Marsh Creek watershed. However, there is no evidence that mercury has contaminated groundwater in the Subbasin and no wells in the ECC Subbasin tested form mercury have exceeded the MCL (2 ug/L).
Appendix 3f is a table of all groundwater quality (general minerals and trace elements) in the Subbasin, by zone. Most of the wells in the Subbasin are missing construction information so water quality for the Shallow and Deep Zones is limited.
In summary, groundwater in the Subbasin generally exceeds or is near the recommended SMCL for TDS (500 mg/L) and chloride (250 mg/l) (Table 3-2). The observed concentrations may reflect a naturally higher baseline for these constituents (LSCE 1999). Nitrate is observed in some Shallow Zone areas (i.e., Brentwood) in the Subbasin, with concentrations generally exceeding the MCL (10 mg/L) that may be linked to past agricultural influences in the area. Arsenic concentrations are generally less than the MCL (10 ug/L) basin wide. Boron concentrations are high in most wells and are attributed to a naturally elevated baseline. Groundwater serves a variety of domestic and agricultural uses throughout the Subbasin with limited restrictions due to natural (salinity and boron) and anthropogenic (nitrate) causes. The availability of surface water gives the opportunity to mitigate these issues when necessary. Depending on local groundwater quality, the stringent municipal standards for drinking water are met by a mix of water sources: City of Antioch uses surface water only, DWD and Brentwood blend groundwater with surface water, and TODB uses groundwater only. The ECC Subbasin’s groundwater quality is generally stable which indicates that groundwater extraction is not degrading water quality and the Subbasin is being operated within its sustainable yield. &&&
Groundwater Contamination Sites
Figures 3-21a and b illustrate the open and closed groundwater contamination sites in the ECC Subbasin. Contaminated sites can pose a hazard to human health through the contamination of aquifers if the area is using groundwater. Contamination site data were obtained from GeoTracker (online resource) and are divided into cleanup program sites, leaky underground storage tank (LUST) sites, and land disposal sites. Appendix 3h lists the 35 open sites and 105 closed sites including the potential contaminants of concern for each site. The majority of sites are in Antioch followed by Brentwood. The most common contaminant is hydrocarbon for both open and closed sites.","Page 3-46 / 3.3.5
Figures 3-17a and b thru 3-21a and b
Appendix 3f
Appendix 3g
Appendix 3h
Page 3-57 / 3.3.5
Page 3-57 / 3.3.6
table 3-2

","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, TDS, Nitrate, Chloride, arsenic, nitrate, (Although they consider Mercury as COC but there is no GW site with mercury higher than MCL level)
2. Are the COC's mapped? Yes, all of the besides mercury and Boron
3. Is there spatial trend data for all COC's? all of the besides mercury and Boron
4. Are constitues which are not of concern identified? Yes, in Appendix 3f they have clear and complete list of QW queality constitutes.
5. Is there a data gap/ Or not enough data related COC's? Yes, Appendix 3f is a table of all groundwater quality (general minerals and trace elements) in the Subbasin, by zone. Most of the wells in the Subbasin are missing construction information so water quality for the Shallow and Deep Zones is limited

They have done agood job in showing all the data they have in appendix's. The graphs needs to be redone. They are not clear to read.

"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Yes,"In addition, there are many disadvantaged communities1 that rely on groundwater as a sole source of supply.

&&

The Subbasin has three water source types: surface water (primary source about 80,000 AFY); groundwater (secondary source about 8,000 AFY); and recycled water (about 2,700 AFY) (IRWMP, 2019, based on 2010 Urban Water Management Plans). Land use by water source in the ECC Subbasin is shown in Figure 2-15. Conjunctive use of surface water and groundwater is practiced throughout much of the Subbasin. Urban centers water sources vary The City of Antioch uses surface water exclusively, while the Cities of Brentwood and Oakley (water provided by DWD) use a combination of surface water and groundwater, and the Town of Discovery Bay uses only groundwater. ECCID and BBID hold water rights to divert surface water from Old River and meet remaining demand with groundwater. The unincorporated portions of the Subbasin generally have surface water as the water source however, these amounts are not quantified. The exceptions to this are domestic users and small community water systems which rely on groundwater. The Ironhouse Sanitary District uses recycled water to irrigate crops for animal feed on Jersey Island (2,700 AF in 2010).","ES-2
2-33","Water sources for most DACs as well as most of the basin is identified as groundwater, surface water and recycles water. "
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Figure 3-25a is a map illustrating the spring 2018 depth to shallow groundwater in the ECC Subbasin. There is not complete coverage of the Subbasin, but it does present the 30 ft depth to water contour that may represent the point when a stream is no longer considered interconnected to groundwater. Review of the depth to water figure indicates that the majority of the Subbasin may have interconnected surface water and groundwater. Specifically, the San Joaquin River, Old River, and portions of western creeks are likely connected to the groundwater system and there is then potential for regional groundwater pumping to impact groundwater dependent ecosystems (GDEs). Figure 3-25b shows the natural and artificial channels in the Subbasin with the most conservative estimates of potential for interconnectivity using 2018 shallow DTW. Most of the natural channels in the Subbasin are located in the west of the Subbasin. Marsh Creek however starts to become likely connected with groundwater in Brentwood. Many artificial channels in the eastern part of the Subbasin may exhibit interconnectedness with groundwater as they are commonly located in areas where DTW is less than 10 feet","Page 3-64 / 3.3.8

&& Page 3-66 / 3.3.8


Figures 3-25a and 3-25b","1. Is there a clear map of ISWs? Yes - figure 3-25b presents the surface water categorized by likelihood of connection to groundwater based on range of depth to water from monitoring wells
2. Was temporal variability and used and described? no - only 2018 depth to shallow water data is used. Temporal varibility in connection is not described
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? somewhat - Figure 3-25a presents the spatial location of shallow groundwater monitoring wells. Since the plan states that it is shallow, assuming the wells are screened in the shallow aquifer, but no screening depths provided. No methods other than depth to groundwater used in assessment (no stream gage data, aerial photographs, etc.)"
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Figure 3-24 identifies the surface water features in the Subbasin and vicinity and illustrates coverage of subsurface tile drains installed at between 5 and 89 feet bgs to provide drainage of water to the river. Given this unusual configuration, Old River and the San Joaquin River are considered interconnected rivers and currently or historically, surface water depletions have not occurred along these rivers. In the western portion of the Subbasin a few creeks are present that are considered a natural source of recharge to the Subbasin (Figure 3-24) and have the potential to be considered interconnected systems. Marsh Creek, the most prominent, is earthen lined and channelized, and is adjacent to both the City of Brentwood and DWD pumping wells. It may be vulnerable to impacts from the loss of interconnected surface water due to groundwater pumping and groundwater level declines. Both the Marsh Creek and Kellogg Creek have dams with required releases. Currently there is an incomplete understanding of the ECC Subbasin surface water/groundwater connection, but this is expected to be remedied through installation of multiple completion monitoring wells and future monitoring efforts related to this GSP.

&& Review of the depth to water figure indicates that the majority of the Subbasin may have interconnected surface water and groundwater. Specifically, the San Joaquin River, Old River, and portions of western creeks are likely connected to the groundwater system and there is then potential for regional groundwater pumping to impact groundwater dependent ecosystems (GDEs)","Page 3-64 / 3.3.8 

Figure 3-25b","1. Are ISWs mapped in the basin? yes
2. Is the mapping consistent with the assessment? somewhat - there is a lot of uncertainty in this assessment. In figure 3-25b, all of the western streams (including major streams, artifical paths, and canals) are labeled as ""probably disconnected"" because the groundwater depths are assumed to be between 20-50 feet. When looking at figure 3-25a, it is clear that there are few groundwater monitoring wells in the western basin, leading to uncertainties. Also, only groundwater data from 2018 was used in the assessement. With so many data gaps, the streams should be labeled as potential GDEs rather than ""probably disconnected""."
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",Yes,"Figure 3-25a is a map illustrating the spring 2018 depth to shallow groundwater in the ECC Subbasin

&& Figure 3-25b shows the natural and artificial channels in the Subbasin with the most conservative estimates of potential for interconnectivity using 2018 shallow DTW.",Page 3-66 / 3.3.8,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes - one shallow aquifer exists and ""shallow groundwater"" is acknowledged 
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Somewhat,"Currently there is an incomplete understanding of the ECC Subbasin surface water/groundwater connection, but this is expected to be remedied through installation of multiple completion monitoring wells and future monitoring efforts related to this GSP.",Page 3-64 / 3.3.8,"1. Were data gaps identified? somewhat - data gaps are not explicitely stated but a general lack of understanding is acknowledged. Uncertain of what the exist data gaps are.
2. Were the data gaps identified in the ISW section? yes"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Somewhat,"Review  of the depth to water figure indicates that the majority of the Subbasin may have interconnected surface water and groundwater. Specifically, the San Joaquin River, Old River, and portions of western creeks are likely connected to the groundwater system and there is then potential for regional groundwater pumping to impact groundwater dependent ecosystems (GDEs).Figure 3-25b shows the natural and artificial channels in the Subbasin with the most conservative estimates of potential for interconnectivity using 2018 shallow DTW. Most of the natural channels in the Subbasin are located in the west of the Subbasin. Marsh Creek however starts to become likely connected with groundwater in Brentwood. Many artificial channels in the eastern part of the Subbasin may exhibit interconnectedness with groundwater as they are commonly located in areas where DTW is less than 10 feet.",Page 3-66 / 3.3.8,"1. Is there a map AND description of pISW? somewhat - Figure 3-25b presents the ISWs in the basin as ""likely connected-gaining, likeley connected-transition, likely connected-losing, probably disconnected, and likely disconnected"". All of these categories are potential GDEs. The description of pGDEs is very brief. Again, streams in the western basin are labeled as ""likely disconnected"" but there is little to no data to support this. No description of these western streams in the text as potential GDEs."
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"Table 3-4 includes all species in the ECC Subbasin as identified by TNC. TNC has identified 22 vegetation species and additional category of Not Applicable. The majority of species represent a small percentage of the total GDEs; the largest designation is Not Applicable. Figure 3-27 identifies critical habitat for species in the ECC Subbasin: Steelhead (threatened), Delta smelt (threatened), and vernal pool fairy shrimp (threatened).","Page 3-66,67 / 3.3.9

Table 3-4 
Figure 3-27
","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types (in GDE section or related appendix)? yes - table 3-4 presents the vegeation species in the subbasin and fauna are acknowledged when presenting the critical habitat for species in the basin
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes - figure 3-27 "
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"The Natural Communities Commonly Associated with Groundwater (NCCAG) Dataset was used as a starting point to identify GDEs within the Subbasin. This dataset is compiled from 48 publicly available agencies datasets and was then reviewed by a working group comprised of DWR, TNC, and the California Fish and Wildlife (Figures 3-26a and b). The Subbasin GDEs exhibited in Figures 3-26a and b were compared by the county with local information, and it was concluded that these are the best available data. Further analysis of GDEs in ECC was conducted by identifying areas where depth to groundwater is greater than 30 feet, the general vegetation maximum rooting depth. The assumption was that those areas could be eliminated however, groundwater level monitoring is lacking in some of the western areas of the Subbasin so no changes to Wetland or Vegetation NCCAG Datasets were made. Current land use was also analyzed to determine if the parcel was still a GDE. Using DWR’s 2016 Land use data set it was found that 67 acres of vegetation and 18 acres of wetland were no longer classified as native materials and the corresponding GDEs were removed. A total of 13,970 potential GDE acres (11,985 wetlands and 4,304 vegetation with some areas of overlap in the ECC Subbasin) were identified by the NCCAG database and retained for this GSP. Most of these areas are located in the Delta with a few occurring along western creeks.

&& The GDE Pulse dataset, developed by TNC, was also reviewed and evaluated for the Subbasin (Klausmeyer et al., 2019) in relation to GDEs. 

&& Figure 3-28a through Figure 3-28e illustrates the NDVI changes in the Subbasin for 1997, 2004, 2010, 2015, and 2018. The five years selected show the likely GDEs identified in the Subbasin under a variety of water year conditions ranging from wet (1997, during and after several wet years), dry (2004, during and after several dry years), more moderate (2010, above normal after a dry year; 2018, below normal after a very wet year), and critically dry (2015, during and after two critical years).","Page 3-66 / 3.3.9

&& Page 3-73 / 3.3.9.1

Figure 3-26a
Figure 3-36b
","1. Is there a map?  yes
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes - NC dataset used to initially map GDEs. Groundwater and rooting depth was proposed as a method to assess GDEs, but a lack of data exists and the plan accepts all NC dataset GDE polygons, except for small areas that were identified as non-native materials in DWR 2016 land use dataset, The GSA also included NDVI assessments."
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Not Applicable,"Further analysis of GDEs in ECC was conducted by identifying areas where depth to groundwater is greater than 30 feet, the general vegetation maximum rooting depth. The assumption was that those areas could be eliminated however, groundwater level monitoring is lacking in some of the western areas of the Subbasin so no changes to Wetland or Vegetation NCCAG Datasets were made",Page 3-66 / 3.3.9 ,"1. Is data from shallowest principal aquifer used? no
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?)  no
"
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Not Applicable,,,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

No groundwater data used due to lack of data"
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Not Applicable,,,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? no
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"The Subbasin has multiple GDE areas, mostly in the Delta in the north along the San Joaquin River and the east along the Old River in addition to various canals located in the east. However, these areas have minimum groundwater pumping from mostly domestic wells (Figure 2-3a). TODB is wholly reliant on groundwater and has GDEs noted around the town; a shallow zone groundwater monitoring well has been identified as a Data Gap and will be installed as part of this GSP. Brentwood also uses groundwater but no GDEs are noted in the area; however, three shallow zone monitoring wells are part of the monitoring network. Bethel Island has a groundwater production well that is located near GDEs for both wetlands and vegetation, and this also has been identified as a Shallow Zone monitoring well Data Gap. The southern portion of the Subbasin has small areas of GDEs but with no municipal groundwater production; however, this area is also identified as a Shallow Zone monitoring well Data Gap for this GSP.",Page 3-72 / 3.3.9,"1. Were data gaps identified? yes
2. Were the data gaps identifed in the GDE section? yes"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"A total of 13,970 potential GDE acres (11,985 wetlands and 4,304 vegetation with some areas of overlap in the ECC Subbasin) were identified by the NCCAG database and retained for this GSP. Most of these areas are located in the Delta with a few occurring along western creeks.","Page 3-66 / 3.3.9

Figure 3-26a 
Figure 3-26b","1. Is there a map AND description of pGDEs? yes - the plan includes almost all of the NC dataset GDEs as potential GDEs. Figures 3-26a and 3-26b present the vegetation and wetland ""potential"" GDEs, although they are not labeled as potential. The text calls them potential. The text does briefly describe the pGDEs, but briefly."
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,,"Table 5-2 / Page 5-15
Table 5-4 / Page 5-18","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? Yes, as Native & Riparian ET
"
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",No,,,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Managed Wetlands in the water budget? No mention of managed wetlands except for boiler plate text identifying managed wetlands as an example of a groundwater user (without identifying any within the basin)
"
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"The projected future model scenarios involve simulating conditions in the ECC Subbasin from water year 2019 through water year 2068. Various future projected model scenarios were developed for this GSP document:
1) Future Land Use Change – this model scenario incorporates anticipated urban growth by 2026, as provided by Contra Costa County, with repeated hydrology;
2) Future Climate Change – this model scenario utilizes the land use change (urban growth) as well as the 2070 Central Tendency climate change adjustment factors to hydrologic conditions including evapotranspiration (ET), precipitation, surface water levels, and diversions;
3) Future Sea Level Rise – this model scenario utilizes the land use change (urban growth) in addition to incremental sea level rise on the northern surface water bodies in the ECCSim model domain, while using repeated hydrology;
4) Future Climate Change Plus Sea Level Rise – this model scenario incorporates land use change (urban growth), as well as both climate change and sea level rise adjustments to the hydrology;
5) Sustainable Yield – this model scenario incorporates land use change (urban growth) but was developed to increase groundwater pumping to determine an estimated sustainable yield of the East Contra Costa Subbasin.",Page 5-11 / 5.5.3,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR change factors
3. If using DWR climate change factors, do they use 2030, 2070 or both? 2070 CT"
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"The projected future model scenarios involve simulating conditions in the ECC Subbasin from water year 2019 through water year 2068. Various future projected model scenarios were developed for this GSP document:
1) Future Land Use Change – this model scenario incorporates anticipated urban growth by 2026, as provided by Contra Costa County, with repeated hydrology;
2) Future Climate Change – this model scenario utilizes the land use change (urban growth) as well as the 2070 Central Tendency climate change adjustment factors to hydrologic conditions including evapotranspiration (ET), precipitation, surface water levels, and diversions;
3) Future Sea Level Rise – this model scenario utilizes the land use change (urban growth) in addition to incremental sea level rise on the northern surface water bodies in the ECCSim model domain, while using repeated hydrology;
4) Future Climate Change Plus Sea Level Rise – this model scenario incorporates land use change (urban growth), as well as both climate change and sea level rise adjustments to the hydrology;
5) Sustainable Yield – this model scenario incorporates land use change (urban growth) but was developed to increase groundwater pumping to determine an estimated sustainable yield of the East Contra Costa Subbasin.",Page 5-11 / 5.5.3,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Only 2070 CT
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"The projected future model scenarios involve simulating conditions in the ECC Subbasin from water year 2019 through water year 2068. Various future projected model scenarios were developed for this GSP document:
1) Future Land Use Change – this model scenario incorporates anticipated urban growth by 2026, as provided by Contra Costa County, with repeated hydrology;
2) Future Climate Change – this model scenario utilizes the land use change (urban growth) as well as the 2070 Central Tendency climate change adjustment factors to hydrologic conditions including evapotranspiration (ET), precipitation, surface water levels, and diversions;
3) Future Sea Level Rise – this model scenario utilizes the land use change (urban growth) in addition to incremental sea level rise on the northern surface water bodies in the ECCSim model domain, while using repeated hydrology;
4) Future Climate Change Plus Sea Level Rise – this model scenario incorporates land use change (urban growth), as well as both climate change and sea level rise adjustments to the hydrology;
5) Sustainable Yield – this model scenario incorporates land use change (urban growth) but was developed to increase groundwater pumping to determine an estimated sustainable yield of the East Contra Costa Subbasin.
The future land use scenario results in a larger urban footprint (Figure 5-2) based on planning information from the County. Hydrology including evapotranspiration, precipitation, and surface water levels were adapted from values from previous years using the pattern of water year type associated with the historic 50-year time period (1954 to 2003). Development of the future climate change hydrology conditions inputs are based on DWR’s Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development document (DWR, 2018). DWR provides climate change adjustment values for climate data, streamflow data, and sea-level rise information. These adjustments are applied to historical hydrology to achieve a future hydrologic period of 50 years that are representative of hydrology potentially occurring in the future. The 2070 central tendency climate change scenario was selected for this future climate scenario analysis.","Page 5-11 / 5.5.3
Table 5-4 / Page 5-18",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"The projected future model scenarios involve simulating conditions in the ECC Subbasin from water year 2019 through water year 2068. Various future projected model scenarios were developed for this GSP document:
1) Future Land Use Change – this model scenario incorporates anticipated urban growth by 2026, as provided by Contra Costa County, with repeated hydrology;
2) Future Climate Change – this model scenario utilizes the land use change (urban growth) as well as the 2070 Central Tendency climate change adjustment factors to hydrologic conditions including evapotranspiration (ET), precipitation, surface water levels, and diversions;
3) Future Sea Level Rise – this model scenario utilizes the land use change (urban growth) in addition to incremental sea level rise on the northern surface water bodies in the ECCSim model domain, while using repeated hydrology;
4) Future Climate Change Plus Sea Level Rise – this model scenario incorporates land use change (urban growth), as well as both climate change and sea level rise adjustments to the hydrology;
5) Sustainable Yield – this model scenario incorporates land use change (urban growth) but was developed to increase groundwater pumping to determine an estimated sustainable yield of the East Contra Costa Subbasin.
The future land use scenario results in a larger urban footprint (Figure 5-2) based on planning information from the County15. Hydrology including evapotranspiration, precipitation, and surface water levels were adapted from values from previous years using the pattern of water year type associated with the historic 50-year time period (1954 to 2003). Development of the future climate change hydrology conditions inputs are based on DWR’s Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development document (DWR, 2018). DWR provides climate change adjustment values for climate data, streamflow data, and sea-level rise information. These adjustments are applied to historical hydrology to achieve a future hydrologic period of 50 years that are representative of hydrology potentially occurring in the future. The 2070 central tendency climate change scenario was selected for this future climate scenario analysis.","Page 5-11 / 5.5.3
Table 5-4 / Page 5-18",
