Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"The spatial extent of interconnected surface water in the Basin was evaluated using water level data from wells screened in the Recent Alluvium and Paso Robles Formation Aquifer adjacent to the Basin creeks and streams. In accordance with the SGMA Emergency Regulations §351 (o), “Interconnected surface water refers to surface water that is hydraulically connected at any point by a continuous saturated zone to the underlying aquifer and the overlying surface water is not completely depleted”. The interconnected surface water analysis for the Basin consisted of comparing average springtime water level elevations in wells adjacent to the San Luis Obispo Creek with the elevation of the adjacent San Luis Obispo Creek channel. In cases where average springtime water levels were greater than the elevation of the adjacent San Luis Obispo Creek channel, the stream reach was considered as potentially ‘gaining’. In cases where average springtime water levels were below the adjacent channel elevation, the stream reach was considered ‘losing’ and potentially ‘disconnected’. It is important to recognize that the results of these analyses may reflect conditions that occur occasionally, in response to precipitation events. They may not be representative of long-term average conditions. The analysis outlined above resulted in identification of two areas of San Luis Obispo Creek that occasionally ‘gain’ water from the Alluvial Aquifer; the confluence of Stenner Creek and San Luis Obispo Creek, and the reach of San Luis Obispo Creek downstream from the Wastewater Treatment Plant to the confluence with Prefumo Creek. These are displayed in Figure 5-14. Several reaches of San Luis Obispo Creek are identified that occasionally ‘lose’ water to the Alluvial Aquifer. Groundwater levels in the San Luis Valley part of the Basin are generally high enough that the creek is connected to the underlying aquifer. Along most of Corral de Piedras Creeks, by contrast, surface water levels are generally greater than 30 feet above the groundwater level, and the streams are considered seasonally disconnected from the underlying Alluvial Aquifer in this area. Evaluation of groundwater elevation hydrographs provides additional insight into the character of interconnected surface water in San Luis Valley and Edna Valley. The differences between the surface water regimes of the two subareas of the Basin are discussed below.",Page 5-26 / 5.7 && Figure 5-16,"1. Is there a clear map of ISWs? Yes
2. Was temporal variability used and described? Somewhat - More information is needed on where the groundwater data and surface water data is coming from, spatially and temporally.
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? Somewhat - need more information on well locations.

Map of ISWs included. ISWs were characterized by comparing groundwater levels near the San Luis Obispo Creek and surface water elevations in springtime. The text states that figure 5-14 shows the gaining and losing segments, but it is in Figure 5-16 following the ISW section. Figure 5-14 and 5-15 present groundwater hydrographs compared to surface water at a few locations in the basin.",
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"The analysis outlined above resulted in identification of two areas of San Luis Obispo Creek that occasionally ‘gain’ water from the Alluvial Aquifer; the confluence of Stenner Creek and San Luis Obispo Creek, and the reach of San Luis Obispo Creek downstream from the Wastewater Treatment Plant to the confluence with Prefumo Creek. These are displayed in Figure 5-14. Several reaches of San Luis Obispo Creek are identified that occasionally ‘lose’ water to the Alluvial Aquifer. Groundwater levels in the San Luis Valley part of the Basin are generally high enough that the creek is connected to the underlying aquifer. Along most of Corral de Piedras Creeks, by contrast, surface water levels are generally greater than 30 feet above the groundwater level, and the streams are considered seasonally disconnected from the underlying Alluvial Aquifer in this area. && Groundwater withdrawals are balanced by a combination of reductions in groundwater storage and changes in the rate of exchange across hydrologic boundaries. In the case of surface water depletion, this rate change could be due to reductions in rates of groundwater discharge to surface water, and increased rates of surface water percolation to groundwater. Seasonal variation in rates of groundwater discharge to surface water or surface water percolation to groundwater occur naturally throughout any given year, as driven by the natural hydrologic cycle. However, they can also be affected by anthropogenic actions. Since, as presented in the discussion of hydrographs in Section 5.7, there have been no long-term water level declines in San Luis Valley, it is therefore concluded that no long-term depletion of interconnected surface water due to groundwater management has occurred in this area. As discussed in the hydrograph analysis of alluvial wells in the Edna Valley, Corral de Piedras Creek appears to be regularly (seasonally) disconnected from the groundwater in the underlying aquifer since the 1950s. Additional monitoring data is proposed in Chapter 7 (Monitoring Network) and Chapter 10 (Implementation Plan), including surveying of channel elevations proximate to nearby well elevation, establishment of additional stream gages, development of rating curves for existing flood stage gages, and other actions",5-26 / 5.7  && Page 5-28 / 5.7.1,"1. Are ISWs mapped in the basin? Yes
2. Is the mapping consistent with the assessment? Somewhat/no - conclusions are not fully consistent. The Plan concludes that the groundwter and surface water are generally connected in the San Luis Valley and generally disconnected in the Edna valley, but only two wells and stream gauges are mentioned in the assessment in that area. More data is needed to make these claims. Also, the plan concludes in 5.7.1 that no surface water depletion has been caused by groundwater decline in the basin. Again, there is not enough spatial and temporal infomration on the location of groundwater wells and stream gaugues in the basin. Note: ISWs are described futher in the GDE section (5.8.1.2) as if by different consultants. The data and descriptions in this section should be included in the ISW section.",
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Yes,"The spatial extent of interconnected surface water in the Basin was evaluated using water level data
from wells screened in the Recent Alluvium and Paso Robles Formation Aquifer adjacent to the Basin
creeks and streams.",Page 5-26 / 5.7,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? Yes -The plan used groundwater levels from the two shallower principal aquifers,  the recent alluvium and Paso Robles Formation, when characterizing ISWs
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? Yes
",
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"Data gaps and recommendations for improved stream flow monitoring and channel surveying are discussed in Chapter 7 (Monitoring Network). && Improved stream flow monitoring and channel surveying as discussed in Chapter 7 (Monitoring Network) are recommended to better understand the interactions && Additional monitoring data is proposed in Chapter 7 (Monitoring Network) and Chapter 10 (Implementation Plan), including surveying of channel elevations proximate to nearby well elevation, establishment of additional stream gages, development of rating curves for existing flood stage gages, and other actions. && Figure 5-16 is based on limited data sources. Improved surface flow monitoring is recommended to refine and update the extent of losing and gaining reaches, as well as to provide data for unhighlighted reaches.",Page 5-26 && 5-27 / 5.7 && Page 5-28 / 5.7.1 && Page 5-30 / 5.8.1.2; Figure 5-16,"1. Were data gaps identified? Yes - data gaps re mentioned and the plan references other sections for more infomation.  In the GDE section (5.8.1.2) the plan states that Figure-16 is based on limited data.
2. Were the data gaps identifed in the ISW section? Yes",Changed from somewhat to yes since data gaps sre technically mentioned in ISW section.
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,"1. Is there a map AND description of pISW? No - While the plan does address some uncertainty in the temporal interconnectedness of the Edna Valley surface water system, potential ISWs are not mapped or described.",
Becky,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,,Table 1 and Table 2/ Appendix F,"1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? Yes - . Table 2 presents the GDE types in the basin. Apppendix F includes a description of the key faunal species in GDEs.
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? Yes - 
Table 1 presents the special status species (flora and fauna) and sensivie natural communites in the SLO valley.
",
Becky,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Somewhat,"The overall distribution of potential GDEs within the Basin has been initially estimated in the Natural Communities Commonly Associated with Groundwater (NCCAG) dataset (DWR, 2018). This dataset was reviewed by Stillwater Sciences, and a Technical Memo generated (Stillwater Sciences, 2020) that is included as Appendix F, and the resulting distribution of potential GDEs is shown in Figure 5-17. There has been no verification that the locations shown on this map constitute GDEs. Additional field reconnaissance is necessary to verify the existence and extent of these potential GDEs and may be considered as part of the monitoring effort for future planning efforts. && DWR has compiled a statewide Natural Communities Commonly Associated with Groundwater (NCCAG) database (DWR, 2018). This database identifies potentially groundwater dependent ecosystems based on the best available vegetation and wetland data (Klausmeyer, 2018). DWR identifies potentially groundwater dependent wetland areas using National Wetland Inventory (NWI) wetland data (USFWS, 2018). These data were evaluated and assessed to accurately capture wetland and riverine features. In the Basin, the best available vegetation mapping data set was from the California Fire and Resource Assessment Program Vegetation (FVEG), (California Department of Forestry and Fire Protection, 2015). FVEG is a remotely sensed dataset that classifies vegetation to coarse types (i.e., the California Wildlife Habitat Relationship System). Given the limitations of this dataset to accurately capture and identify vegetation using a precise classification system, it was deemed inappropriate for use in determining potential GDEs. Instead, a manual assessment of vegetation with potential groundwater dependence was conducted using National Agricultural Imagery Program 2018 color aerial imagery (NAIP (National Agricultural Imagery Program), 2018). Vegetation communities identified as potentially groundwater dependent included riparian trees and shrubs, and oak woodlands. Oak woodlands were considered potentially groundwater dependent due to their deep rooting depths (up to 70 feet (Lewis, 1964)). Potential vegetation and wetland GDEs were retained if the underlying depth to water in 2019 was inferred to be 30 feet or shallower based on the existing well network (Figure 5-17). Depth to groundwater was interpolated from seventeen wells for which groundwater level data was available in the spring of 2019 (Figure 5-6). The depth to groundwater estimated in Figure 5-17 is assumed to represent regional groundwater levels; however, the screening depth is known for only 6 of the 17 of the wells. Wells where the screened depth is unknown may be measuring groundwater levels for deeper aquifers that are unconnected to the shallow groundwater system, and thus groundwaterdeeper than 30 ft for a given well may not reflect the absence of shallow groundwater, but instead reflects the absence of data. To determine the hydraulic connectivity between potential perched aquifers to the regional aquifer, additional monitoring with nested piezometers could be utilized. For the purposes of differentiating between potential and unlikely GDE’s, different assumptions were made for the San Luis Valley versus Edna Valley in areas of no groundwater data. In the San Luis Valley, underlying San Luis Obispo Creek, it was assumed that the depth to regional groundwater was less than 30 feet because the limited available data indicate that groundwater in this sub-area is generally relatively shallow. In the Edna Valley (underlying Pismo Creek), it was assumed that the depth to regional groundwater was more than 30 feet because the limited available data indicate that the groundwater in this sub-area is generally deeper; therefore, much of the area of the lower reaches of East and West Corral de Piedras Creeks is unlikely to have GDEs. One exception to this assumption was made on upper East Corral de Piedra, where the conditions were assumed to be similar to those on upper West Corral de Piedra, where wet conditions have been observed to persist into late spring or early summer (Stillwater Sciences, 2014) (Balance Hydrologics, 2008). The 30-foot depth criterion is consistent with guidance provided by The Nature Conservancy (Rohde, 2019) for identifying GDEs. Additionally, the area where East and West Corral de Piedras Creeks leave the Basin near Price Canyon has groundwater elevation data within 30 feet of the streams, as a result, these areas are presented as having potential GDEs.",Page 5-29 / 5.8 && Page 5-32 / 5.8.2; Figure 5-17,"1. Is there a map? Yes - GDE Map included
2. Is there a description of data sources and processing?
(describe in notes) Somewhat - NC dataset was used to intially map GDEs, but incorrect methods were used to validate GDEs. Figure 5-17 presents the ""Potental Groundwater Dependent Ecoystems"" in the basin as potental and unlikely. It is good that the unlikely were mapped, but the plan used sparse groundwater data to include/not include NC dataset polygons. The assumption that groundwater depths are greater than 30 feet for the entire Edna Valley portion of the basin was made on limited data and the plan does not include details on which NC dataset polygons were included/dismissed. There is no original NC dataset polygon map or map or detail about each GDE/wetland. ",
Becky,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Potential vegetation and wetland GDEs were retained if the underlying depth to water in 2019 was inferred to be 30 feet or shallower based on the existing well network (Figure 5-17). Depth to groundwater was interpolated from seventeen wells for which groundwater level data was available in the spring of 2019 (Figure 5-6). The depth to groundwater estimated in Figure 5-17 is assumed to represent regional groundwater levels; however, the screening depth is known for only 6 of the 17 of the wells. Wells where the screened depth is unknown may be measuring groundwater levels for deeper aquifers that are unconnected to the shallow groundwater system, and thus groundwater deeper than 30 ft for a given well may not reflect the absence of shallow groundwater, but instead reflects the absence of data. To determine the hydraulic connectivity between potential perched aquifers to the regional aquifer, additional monitoring with nested piezometers could be utilized. For the purposes of differentiating between potential and unlikely GDE’s, different assumptions were made for the San Luis Valley versus Edna Valley in areas of no groundwater data. In the San Luis Valley, underlying San Luis Obispo Creek, it was assumed that the depth to regional groundwater was less than 30 feet because the limited available data indicate that groundwater in this sub-area is generally relatively shallow. In the Edna Valley (underlying Pismo Creek), it was assumed that the depth to regional groundwater was more than 30 feet because the limited available data indicate that the groundwater in this sub-area is generally deeper; therefore, much of the area of the lower reaches of East and West Corral de Piedras Creeks is unlikely to have GDEs. One exception to this assumption was made on upper East Corral de Piedra, where the conditions were assumed to be similar to those on upper West Corral de Piedra, where wet conditions have been observed to persist into late spring or early summer (Stillwater Sciences, 2014) (Balance Hydrologics, 2008). The 30-foot depth criterion is consistent with guidance provided by The Nature Conservancy (Rohde, 2019) for identifying GDEs. Additionally, the area where East and West Corral de Piedras Creeks leave the Basin near Price Canyon has groundwater elevation data within 30 feet of the streams, as a result, these areas are presented as having potential GDEs.",Page 5-32 / 5.8.2; Figure 5-17,"1. Is data from shallowest principal aquifer used? yes - the plan used groundwater data from 17 wells and acknolwedges that only 6 of the 17 are known to come from the shallow aquifer
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) Somewhat - Interpolated and assumed groundwater depths were used, but only for 2019 and there is very limited data. Assumptions about NC dataset polygons were made based on limited groundwater data.",
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,"There has been no verification that the locations shown on this map constituteGDEs. Additional field reconnaissance is necessary to verify the existence and extent of these potentialGDEs and may be considered as part of the monitoring effort for future planning efforts.",Page 5-29 / 5.8,The plan does not go into detail on the GDE verification process and even states that verification has not occured. It is hard to tell if the GSA avoided using the criteria mentioned without more detail. Assuming a yes here.,
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data = somewhat
Detailed explanation of the multi-year groundwater data used  = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,"Potential vegetation and wetland GDEs were retained if the underlying depth to water in 2019 was
inferred to be 30 feet or shallower based on the existing well network (Figure 5-17). Depth to
groundwater was interpolated from seventeen wells for which groundwater level data was available in
the spring of 2019 (Figure 5-6). The depth to groundwater estimated in Figure 5-17 is assumed to
represent regional groundwater levels; however, the screening depth is known for only 6 of the 17 of
the wells. Wells where the screened depth is unknown may be measuring groundwater levels for
deeper aquifers that are unconnected to the shallow groundwater system, and thus groundwater
deeper than 30 ft for a given well may not reflect the absence of shallow groundwater, but instead
reflects the absence of data. To determine the hydraulic connectivity between potential perched
aquifers to the regional aquifer, additional monitoring with nested piezometers could be utilized",Page 5-32 / 5.8,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Only 2019 water year was used",
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? No mention of groundwater elevations or DEM,
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"There has been no verification that the locations shown on this map constitute GDEs. Additional field reconnaissance is necessary to verify the existence and extent of these potential GDEs and may be considered as part of the monitoring effort for future planning efforts. && Piezometers in this area could confirm this interpretation of observed stream condition && The depth to groundwater estimated in Figure 5-17 is assumed to represent regional groundwater levels; however, the screening depth is known for only 6 of the 17 of the wells. Wells where the screened depth is unknown may be measuring groundwater levels for deeper aquifers that are unconnected to the shallow groundwater system, and thus groundwater deeper than 30 ft for a given well may not reflect the absence of shallow groundwater, but instead reflects the absence of data. To determine the hydraulic connectivity between potential perched aquifers to the regional aquifer, additional monitoring with nested piezometers could be utilized",Page 5-29 / 5.8 && Page 5-30 / 5.8.1 && Page 5-32 / 5.8.2,"1. Were data gaps identified? Yes - The plan acknolwedges where data gaps exist and where more data would be useful.
2. Were the data gaps identifed in the GDE section? Yes - Data gaps addressed in GDE section.",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"For the purposes of differentiating between potential and unlikely GDE’s, different assumptions were
made for the San Luis Valley versus Edna Valley in areas of no groundwater data. In the San Luis
Valley, underlying San Luis Obispo Creek, it was assumed that the depth to regional groundwater was
less than 30 feet because the limited available data indicate that groundwater in this sub-area is
generally relatively shallow. In the Edna Valley (underlying Pismo Creek), it was assumed that the
depth to regional groundwater was more than 30 feet because the limited available data indicate that
the groundwater in this sub-area is generally deeper; therefore, much of the area of the lower reaches
of East and West Corral de Piedras Creeks is unlikely to have GDEs. One exception to this assumption
was made on upper East Corral de Piedra, where the conditions were assumed to be similar to those
on upper West Corral de Piedra, where wet conditions have been observed to persist into late spring or
early summer (Stillwater Sciences, 2014) (Balance Hydrologics, 2008). The 30-foot depth criterion is
consistent with guidance provided by The Nature Conservancy (Rohde, 2019) for identifying GDEs.
Additionally, the area where East and West Corral de Piedras Creeks leave the Basin near Price
Canyon has groundwater elevation data within 30 feet of the streams, as a result, these areas are
presented as having potential GDEs.",Page 5-32 / 5.8; Figure 5-17,"1. Is there a map AND description of pGDEs? Yes - The plan included the ""unlikely"" GDEs where groundwater was assumed to be greater than 30 feet below the surface. Map and description included.",
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"Land use is one of the primary data sets used in developing a water budget. Several types of land use/land cover in the basin have been used to estimate components of the water budget. For example, the acreages of various crops are multiplied by their respective water use factors to estimate agricultural groundwater extractions and acreages of various land covers are multiplied by empirical correlations to estimate their respective evapotranspiration and percolation of precipitation.
The land uses/land covers including the following:
• Irrigated Agriculture
− Citrus
− Deciduous
− Pasture
− Vegetable
− Vineyard
• Native Vegetation
− Brush, trees, native grasses
− Wetlands/open water
• Urban/Suburban
− Developed (City, subdivisions)
− Open space (parks, empty lots)
− Turf (golf courses, play fields)","6-22 / 6.4.2
Table 6-22, 6-66 / 6.6.2.2","1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Native Veg ET in the water budget?

Spreadsheet model. Evapotransiration is included in model but a specific line item for native vegetation not included. Native vegetation is identified as one of the land uses used for accounting of water budgets",
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,"Land use is one of the primary data sets used in developing a water budget. Several types of land use/land cover in the basin have been used to estimate components of the water budget. For example, the acreages of various crops are multiplied by their respective water use factors to estimate agricultural groundwater extractions and acreages of various land covers are multiplied by empirical correlations to estimate their respective evapotranspiration and percolation of precipitation.
The land uses/land covers including the following:
• Irrigated Agriculture
− Citrus
− Deciduous
− Pasture
− Vegetable
− Vineyard
• Native Vegetation
− Brush, trees, native grasses
− Wetlands/open water
• Urban/Suburban
− Developed (City, subdivisions)
− Open space (parks, empty lots)
− Turf (golf courses, play fields)",6-22 / 6.4.2,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?

Spreadsheet model. Evapotransiration is included in model but a specific line item for native vegetation not included. Wetlands are identified as one of the land uses used for accounting of water budgets. Would need to verify that there are indeed managed wetlands in the subbasin",
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"For the baseline predictive scenario, the historical time series of climatological model input parameters for water years 1995 through 2019 was repeated for the predictive model period of water years 2020
through 2044. The 1995 – 2019 historical period includes several different water year types, including representation of the recent drought.
For the climate change predictive scenario, SGMA Regulations require incorporating future climate estimates into the future water budget. To meet this requirement, DWR developed an approach for incorporating reasonably expected, spatially gridded changes to monthly precipitation and reference ETo (DWR 2018). The approach for addressing future climate change developed by DWR was used in the future water budget modeling for the Basin. The changes are presented as separate monthly change factors for both precipitation and ETo and are intended to be applied to historical time series within the climatological base period through 2011. Specifically, precipitation and ETo change factors were applied to historical climate data for the period 1995-2019 for modeling the future water budget. DWR provides several sets of change factors representing potential climate conditions in 2030 and 2070. The SLO Basin used the 2070 climate conditions to develop a future water budget. Consistent with DWR recommendations, datasets of monthly 2070 change factors for the SLO Basin area were applied to precipitation and ETo data from the historical base period to develop monthly time series of  precipitation and ETo, which were then used to simulate future hydrology conditions.",6-64 / 6.6.1.2,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR
3. If using DWR climate change factors, do they use 2030, 2070 or both? 2070
",
Lauren,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"DWR provides several sets of change factors representing potential climate conditions in 2030 and 2070. The SLO Basin used the 2070 climate conditions to develop a future water budget. Consistent with DWR recommendations, datasets of monthly 2070 change factors for the SLO Basin area were applied to precipitation and ETo data from the historical base period to develop monthly time series of precipitation and ETo, which were then used to simulate future hydrology conditions.",6-64 / 6.6.1.2,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) None are specified in the plan or appendices. Assuming central tendency
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"For the baseline predictive scenario, the historical time series of climatological model input parameters for water years 1995 through 2019 was repeated for the predictive model period of water years 2020
through 2044. The 1995 – 2019 historical period includes several different water year types, including representation of the recent drought.
For the climate change predictive scenario, SGMA Regulations require incorporating future climate estimates into the future water budget. To meet this requirement, DWR developed an approach for incorporating reasonably expected, spatially gridded changes to monthly precipitation and reference ETo (DWR 2018). The approach for addressing future climate change developed by DWR was used in the future water budget modeling for the Basin. The changes are presented as separate monthly change factors for both precipitation and ETo and are intended to be applied to historical time series within the climatological base period through 2011. Specifically, precipitation and ETo change factors were applied to historical climate data for the period 1995-2019 for modeling the future water budget. DWR provides several sets of change factors representing potential climate conditions in 2030 and 2070. The SLO Basin used the 2070 climate conditions to develop a future water budget. Consistent with DWR recommendations, datasets of monthly 2070 change factors for the SLO Basin area were applied to precipitation and ETo data from the historical base period to develop monthly time series of  precipitation and ETo, which were then used to simulate future hydrology conditions.",6-64 / 6.6.1.2,,
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"For the baseline predictive scenario, the historical time series of climatological model input parameters for water years 1995 through 2019 was repeated for the predictive model period of water years 2020
through 2044. The 1995 – 2019 historical period includes several different water year types, including representation of the recent drought.
For the climate change predictive scenario, SGMA Regulations require incorporating future climate estimates into the future water budget. To meet this requirement, DWR developed an approach for incorporating reasonably expected, spatially gridded changes to monthly precipitation and reference ETo (DWR 2018). The approach for addressing future climate change developed by DWR was used in the future water budget modeling for the Basin. The changes are presented as separate monthly change factors for both precipitation and ETo and are intended to be applied to historical time series within the climatological base period through 2011. Specifically, precipitation and ETo change factors were applied to historical climate data for the period 1995-2019 for modeling the future water budget. DWR provides several sets of change factors representing potential climate conditions in 2030 and 2070. The SLO Basin used the 2070 climate conditions to develop a future water budget. Consistent with DWR recommendations, datasets of monthly 2070 change factors for the SLO Basin area were applied to precipitation and ETo data from the historical base period to develop monthly time series of  precipitation and ETo, which were then used to simulate future hydrology conditions.",6-64 / 6.6.1.2,,
